3,30,3
16,6,6
15,18,18
21,10,21
27,5,5
8,11,11
29,13,13
25,7,7
2,20,2
24,26,26
14,12,14
4,16,16
9,12,12
22,6,22
23,30,23
1,8,8
20,28,20
11,27,11
15,7,7
17,5,17
19,18,19
21,29,21
26,3,26
13,25,13
2,6,2
7,14,7
5,8,8
24,10,24
13,26,13
9,23,23
30,19,19
16,4,16
28,1,28
11,15,11
17,12,17
27,14,14
24,3,3
29,20,29
2,6,2
16,5,5
7,18,18
8,3,8
25,29,29
26,21,26
13,10,13
4,19,19
23,9,23
30,12,30
2,22,2
28,1,1
27,14,27
15,11,11
24,20,20
17,9,17
4,23,23
6,1,6
16,5,16
18,12,18
10,3,10
8,21,21
25,7,7
26,29,26
13,20,13
2,22,2
27,19,19
17,11,17
24,30,24
25,10,10
6,11,6
12,13,13
23,5,5
1,9,1
16,18,18
28,4,28
21,15,21
8,7,8
29,3,29
26,30,26
14,20,20
19,15,15
17,27,17
10,2,10
25,24,25
6,29,6
12,4,12
22,16,16
23,18,23
3,20,20
28,8,8
5,14,5
11,1,1
7,13,13
26,2,2
9,29,29
6,19,19
5,27,5
15,12,15
17,22,17
21,13,21
18,14,18
25,30,30
23,28,23
3,8,8
16,1,16
11,7,11
10,30,10
26,24,26
20,17,17
13,2,2
4,8,8
12,22,22
19,11,11
1,15,15
3,9,3
28,29,29
5,6,6
21,14,14
7,27,7
10,25,10
26,18,18
20,17,20
8,10,8
14,2,2
16,23,16
24,7,7
9,3,3
30,22,22
5,1,5
11,12,12
19,15,15
21,18,21
27,29,29
25,26,25
13,4,13
22,23,23
30,28,28
3,17,17
11,24,24
21,20,21
7,6,6
2,9,2
5,12,12
18,7,18
19,29,19
8,15,8
10,16,16
25,27,27
14,4,14
22,20,22
30,3,30
1,26,26
2,28,2
6,17,17
11,23,23
8,21,21
24,4,24
25,27,25
13,15,13
29,16,29
9,28,9
12,20,12
5,23,5
18,14,18
10,7,7
30,1,1
19,14,19
21,3,21
27,2,2
15,26,26
24,22,24
20,18,20
28,6,28
11,9,11
17,12,12
8,4,8
24,25,24
29,7,29
13,16,13
23,5,23
15,27,15
19,3,19
21,2,21
10,22,10
26,4,4
6,30,6
12,17,12
1,21,1
20,5,20
11,3,11
15,28,28
18,19,19
7,25,7
24,13,13
29,9,29
14,16,16
26,22,26
27,17,17
10,8,8
2,29,2
12,1,12
3,21,3
6,30,6
23,20,20
5,4,5
11,18,18
19,13,13
7,25,7
8,22,22
24,16,24
10,9,10
14,15,15
26,28,26
12,2,2
30,20,20
23,29,29
11,17,11
6,27,6
3,25,25
22,1,22
26,19,19
7,18,7
8,9,8
24,15,15
10,28,28
14,13,14
4,5,5
12,2,12
30,21,21
16,11,16
17,29,29
13,24,13
9,26,26
22,18,18
20,25,20
7,15,15
14,28,14
2,18,2
4,26,26
9,27,27
12,30,12
1,23,1
16,21,21
5,11,5
29,8,29
10,19,19
13,28,13
6,3,6
17,2,17
21,25,21
7,20,7
14,24,24
23,26,23
1,12,12
9,11,11
16,22,16
5,10,10
15,13,13
18,25,18
8,19,8
29,28,29
27,4,27
2,11,2
1,30,30
15,20,20
17,10,17
21,22,21
7,19,19
27,5,5
29,14,29
8,12,8
16,4,16
17,26,17
18,13,18
25,24,24
23,11,23
7,19,7
20,22,22
30,9,9
1,27,1
15,10,15
6,5,6
3,16,16
28,2,2
29,12,29
14,21,14
23,8,23
24,26,24
13,21,13
9,18,18
1,22,1
2,27,2
6,17,6
20,11,20
28,16,28
19,4,19
14,7,14
25,3,25
20,30,20
28,5,5
29,21,21
18,15,18
26,12,12
4,27,4
22,23,23
2,8,8
16,1,1
19,24,24
25,12,25
14,3,3
9,17,17
4,23,23
30,27,27
1,6,6
20,28,20
5,15,5
11,29,11
18,21,21
13,3,13
22,16,22
30,8,8
11,2,2
24,12,24
14,25,14
9,17,17
22,6,6
23,27,23
28,15,15
18,4,4
7,2,2
24,5,24
26,1,26
12,8,8
3,20,20
19,29,19
21,25,21
13,14,13
9,4,9
30,18,18
16,15,15
27,21,21
11,25,25
17,6,17
7,24,24
10,1,10
12,23,12
30,29,29
3,18,18
16,2,2
20,8,20
10,26,26
14,5,14
1,7,7
4,11,11
12,24,12
28,13,13
15,22,15
17,6,6
19,21,21
27,25,27
9,30,30
20,16,20
8,23,8
3,11,3
2,13,13
4,29,29
17,19,17
27,18,27
10,14,14
7,26,26
12,15,12
1,28,1
9,21,9
22,24,22
25,5,5
4,20,20
6,13,6
2,19,2
3,29,3
16,24,24
11,14,11
15,26,26
21,18,18
27,30,30
7,22,7
8,17,8
25,23,25
1,14,1
2,12,2
20,29,20
5,28,28
10,23,10
4,5,5
6,9,6
30,13,13
3,24,24
16,26,16
11,19,19
18,7,18
27,22,22
21,8,21
25,17,25
2,14,14
20,12,20
29,23,23
15,6,6
9,13,13
30,16,16
1,24,1
12,26,26
11,28,11
15,10,10
18,22,22
21,4,21
27,19,19
8,25,8
23,3,3
1,10,1
5,26,26
20,14,14
7,17,17
27,6,6
9,22,22
30,24,24
2,15,2
4,12,12
16,13,13
18,11,18
21,28,21
29,17,29
8,25,8
4,14,14
6,26,6
23,7,7
1,13,13
3,10,10
19,28,19
12,11,12
3,7,7
16,22,16
20,15,20
5,18,5
29,21,29
24,17,24
4,28,28
23,10,10
30,6,6
2,1,2
16,27,16
13,19,19
26,9,9
12,10,10
22,27,22
3,6,6
20,7,7
15,5,5
17,18,18
24,29,24
14,8,8
25,9,9
23,1,1
2,30,2
28,11,28
17,4,17
26,8,26
14,19,14
7,21,7
13,9,13
3,27,3
4,15,4
22,5,22
30,23,23
1,11,1
20,12,12
28,6,6
10,24,10
25,19,19
16,2,2
21,26,21
4,12,4
6,23,23
1,5,5
28,27,27
11,20,11
15,19,19
17,8,17
7,30,7
29,10,10
13,18,18
3,2,2
22,21,21
17,16,16
24,26,24
25,18,18
14,9,14
4,1,4
22,20,22
23,16,16
2,3,2
6,5,6
28,12,12
15,11,15
19,30,19
7,27,7
8,26,26
24,9,24
29,14,14
10,13,13
29,10,10
15,17,15
25,18,18
6,22,22
12,9,12
23,20,20
28,3,28
7,24,7
5,2,2
19,11,19
21,13,21
8,30,8
29,4,4
10,14,10
26,27,26
1,28,28
23,6,23
11,24,11
15,13,13
18,17,17
21,30,21
19,16,16
10,4,10
25,8,8
14,27,14
9,22,22
18,3,18
20,2,2
23,17,17
24,14,24
12,7,12
30,6,6
1,22,1
11,21,21
19,5,5
10,8,8
29,27,29
25,4,4
13,26,26
20,9,20
12,28,28
15,3,3
26,16,16
6,7,6
22,3,22
30,10,10
1,29,1
2,23,2
20,19,19
18,27,18
5,9,9
17,4,17
21,11,21
25,16,16
12,19,12
28,7,7
18,15,18
5,6,5
8,26,8
13,14,14
4,17,17
22,29,22
3,1,3
20,10,10
27,21,27
24,11,24
8,16,8
14,30,14
9,6,6
23,4,23
2,7,2
28,10,10
15,25,25
18,26,26
19,12,19
5,17,17
13,30,13
3,1,3
16,29,16
15,25,25
14,8,8
24,11,11
7,23,23
2,10,2
18,13,13
22,9,22
28,4,28
6,20,20
27,12,27
24,21,21
3,15,15
17,13,17
18,25,18
29,30,29
26,5,5
14,21,14
4,22,22
6,2,6
3,23,3
16,9,16
20,1,1
28,19,19
11,27,11
7,12,12
8,24,24
30,22,22
1,6,1
23,15,15
11,13,13
29,5,5
10,17,10
25,21,21
14,26,26
9,3,9
12,18,18
7,16,7
24,28,24
8,2,8
10,5,5
26,27,26
23,19,19
30,4,30
6,18,6
20,22,20
15,1,1
21,16,21
14,17,14
25,11,11
13,5,13
4,3,4
9,7,7
24,2,2
10,27,27
8,29,8
25,28,25
13,17,17
1,19,19
16,30,30
20,23,23
22,12,12
26,11,11
6,3,3
21,15,21
14,18,14
9,4,9
6,24,24
5,7,7
27,10,10
8,28,8
25,2,2
20,23,20
15,30,15
21,12,12
27,11,11
29,2,2
13,18,18
26,17,26
9,28,9
22,3,22
12,5,5
16,8,8
15,4,4
19,6,6
7,10,7
25,1,25
26,14,26
2,24,2
5,13,13
11,30,11
17,23,17
21,7,21
25,20,20
4,24,24
9,16,16
28,22,22
19,13,19
27,8,8
29,1,29
11,6,11
12,3,12
23,4,23
19,25,19
5,30,5
15,21,21
14,10,10
29,18,18
26,20,20
17,24,17
9,16,16
7,8,7
22,28,22
30,2,2
27,3,27
13,1,1
12,6,6
2,9,2
23,16,23
5,25,5
29,18,18
10,20,20
26,15,26
14,1,14
22,4,22
30,11,11
3,19,19
27,7,7
18,8,8
6,16,16
9,12,12
2,17,2
28,26,26
21,29,21
10,15,10
24,23,24
25,13,13
22,19,22
30,26,30
11,5,11
17,3,17
7,29,7
8,20,8
24,1,24
9,2,2
28,21,21
16,19,19
18,6,18
27,15,15
10,12,12
25,13,13
14,23,14
20,3,20
22,26,26
1,4,1
30,28,30
5,2,2
11,29,11
27,24,24
25,8,8
9,19,19
13,23,23
16,6,16
17,21,17
18,10,18
14,12,14
6,4,6
1,2,1
20,9,20
28,3,3
5,30,30
11,25,11
27,24,27
8,15,8
29,7,7
26,23,26
13,12,12
16,10,10
17,14,14
19,21,21
26,7,7
4,6,4
22,10,10
30,3,3
1,25,1
23,13,13
28,20,20
5,12,5
15,14,14
18,9,18
21,11,11
29,27,27
8,24,24
1,2,1
19,17,19
4,10,10
12,14,12
22,13,13
30,9,9
3,5,3
6,23,6
16,25,16
21,24,21
27,20,27
8,18,18
29,11,11
26,7,7
19,2,2
22,15,22
1,17,17
8,6,8
3,14,14
4,13,13
28,23,23
30,16,16
20,21,21
11,7,7
18,5,5
27,10,10
26,29,26
4,2,2
9,15,15
12,3,12
22,25,22
5,1,1
19,24,24
10,7,10
23,21,23
28,14,14
30,17,30
16,20,16
18,11,18
8,27,8
29,6,6
26,13,26
4,25,25
30,14,14
1,9,1
2,21,2
3,12,3
17,15,15
18,28,18
19,22,22
24,6,24
16,23,23
20,26,20
11,10,10
13,8,13
7,1,7
7,10,7
4,22,4
12,21,12
30,25,25
2,26,2
5,20,5
11,16,16
15,9,15
17,28,28
19,27,27
24,18,24
13,29,13
14,6,14
3,9,3
15,23,23
8,1,8
7,11,7
13,6,13
12,16,12
2,25,2
4,21,21
22,5,22
28,30,28
24,19,19
17,20,20
27,23,23
3,26,26
10,29,10
14,18,18
4,7,7
23,9,23
28,12,12
1,16,16
17,2,17
5,20,20
11,22,11
15,27,27
18,30,18
21,26,21
29,8,8
14,10,10
24,13,13
25,19,19
6,15,6
1,4,4
3,28,3
16,7,7
17,22,17
21,27,21
8,18,8
13,24,24
9,5,5
2,20,20
29,11,29
25,10,10
26,19,19
23,22,23
30,5,5
2,4,2
6,12,6
20,3,20
16,28,16
15,14,14
18,1,18
21,17,21
27,8,27
7,9,9
10,19,19
25,11,11
13,29,29
26,24,24
2,30,2
6,4,4
12,1,12
16,28,16
20,5,20
22,17,22
23,3,23
15,8,8
18,24,24
19,14,14
21,7,21
27,9,27
10,29,10
13,11,11
26,25,26
19,14,14
26,10,26
5,1,5
23,16,23
19,26,19
16,5,16
6,22,6
18,24,18
8,14,8
20,23,20
17,12,17
13,7,13
2,16,2
21,19,21
6,22,6
8,14,8
20,23,20
17,12,12
18,24,18
13,7,7
2,16,16
21,19,21
22,6,22
14,8,8
23,20,23
12,17,12
24,18,18
7,13,7
22,6,22
14,8,14
16,2,2
19,21,21
12,17,12
24,18,18
7,13,13
23,20,20
8,14,8
16,2,2
19,21,21
17,12,17
6,22,6
20,23,23
13,7,7
2,16,2
12,17,12
23,20,20
22,6,22
7,13,7
8,18,18
6,22,6
8,18,18
20,12,20
21,7,21
2,6,2
20,12,20
21,7,7
2,6,6
18,8,8
12,20,12
7,21,7
6,2,2
18,8,8
12,20,12
7,21,21
6,2,2
8,18,8
20,12,20
21,7,7
2,6,2
18,8,18
12,20,12
7,21,7
8,18,18
20,12,12
2,12,2
18,7,7
2,12,2
18,7,7
12,2,2
7,18,7
12,2,2
7,18,18
18,7,7
2,7,2
2,7,2
7,2,2
7,2,7
2,7,2
